EmployeeNumber,Age,Gender,Education,EducationField,MaritalStatus,JobRole,JobLevel,Department,MonthlyIncome,PercentSalaryHike,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,StandardHours,OverTime,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TrainingTimesLastYear,YearsSinceLastPromotion,DistanceFromHome,WorkLifeBalance,BusinessTravel,Churn
1260,29,Male,3,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,6623,11,3,4,3,2,3,80,Yes,1,6,6,2,0,7,1,3,0,Travel_Rarely,No
1263,48,Male,3,Life Sciences,Single,Research Director,5,Research & Development,18265,12,2,4,4,3,3,80,No,6,25,1,3,0,1,0,4,0,Travel_Rarely,No
1264,29,Female,3,Life Sciences,Divorced,Research Director,4,Research & Development,16124,14,2,4,4,2,3,80,No,3,9,7,2,7,1,1,2,7,Travel_Rarely,No
1265,34,Female,3,Technical Degree,Married,Research Scientist,1,Research & Development,2585,17,4,3,3,4,3,80,No,0,2,1,5,0,20,0,2,0,Travel_Rarely,No
1267,44,Male,3,Marketing,Married,Manager,5,Sales,18213,11,3,2,2,3,3,80,No,7,26,22,5,10,5,3,3,9,Travel_Rarely,No
1268,33,Male,5,Marketing,Divorced,Sales Executive,3,Sales,8380,14,4,3,4,4,3,80,Yes,0,10,9,3,8,10,0,3,8,Travel_Rarely,No
1269,19,Female,3,Life Sciences,Single,Research Scientist,1,Research & Development,2994,12,4,4,2,4,3,80,Yes,1,1,1,2,1,25,0,3,0,Travel_Rarely,No
1270,23,Male,2,Life Sciences,Married,Research Scientist,1,Research & Development,1223,22,3,3,4,4,4,80,No,1,1,1,2,1,1,0,3,0,Travel_Rarely,No
1273,25,Male,1,Life Sciences,Single,Sales Representative,1,Sales,1118,14,1,4,3,4,3,80,Yes,1,1,1,4,0,24,1,3,0,Travel_Frequently,Yes
1275,26,Male,2,Life Sciences,Single,Research Scientist,1,Research & Development,2875,20,3,4,3,2,4,80,Yes,1,8,8,2,2,4,2,2,5,Travel_Rarely,No
1277,45,Female,3,Marketing,Single,Manager,5,Sales,18824,16,1,2,1,1,3,80,Yes,2,26,24,2,11,2,1,3,10,Travel_Rarely,Yes
1278,55,Male,1,Medical,Divorced,Healthcare Representative,4,Research & Development,13577,15,2,2,4,4,3,80,Yes,1,34,33,3,0,8,15,3,9,Non-Travel,No
1279,21,Female,2,Life Sciences,Single,Laboratory Technician,1,Research & Development,2625,20,2,3,1,3,4,80,No,1,2,2,2,2,10,2,1,2,Travel_Frequently,Yes
1280,46,Female,2,Marketing,Married,Manager,5,Sales,18789,14,2,2,4,3,3,80,No,2,26,11,2,8,4,0,3,4,Travel_Rarely,No
1281,34,Female,3,Marketing,Single,Sales Executive,2,Sales,4538,12,3,1,3,4,3,80,Yes,0,4,3,3,2,2,0,3,2,Travel_Rarely,No
1282,51,Male,3,Life Sciences,Divorced,Manager,5,Sales,19847,24,3,2,4,1,4,80,Yes,4,31,29,5,10,9,11,2,10,Travel_Frequently,No
1283,59,Male,4,Medical,Single,Manufacturing Director,3,Research & Development,10512,12,3,4,4,4,3,80,No,6,25,9,6,4,18,5,2,7,Travel_Rarely,No
1285,34,Female,3,Medical,Divorced,Laboratory Technician,2,Research & Development,4444,13,3,2,3,3,3,80,No,4,15,11,2,10,19,5,4,8,Travel_Frequently,No
1286,28,Male,4,Medical,Single,Laboratory Technician,1,Research & Development,2154,11,3,3,4,3,3,80,Yes,0,5,4,2,2,1,0,2,2,Travel_Frequently,No
1288,44,Male,2,Life Sciences,Divorced,Manager,5,Research & Development,19190,14,4,1,3,4,3,80,No,1,26,25,4,13,4,14,2,9,Travel_Rarely,No
1289,34,Male,3,Life Sciences,Married,Human Resources,2,Human Resources,4490,11,2,2,3,4,3,80,No,4,14,10,5,8,11,1,4,9,Travel_Frequently,No
1291,35,Male,1,Life Sciences,Married,Research Scientist,1,Research & Development,3506,14,3,3,3,4,3,80,Yes,0,4,3,3,2,6,2,3,2,Travel_Rarely,No
1292,42,Female,4,Medical,Married,Research Scientist,2,Research & Development,2372,16,4,2,2,4,3,80,Yes,6,18,1,2,0,7,0,3,0,Travel_Rarely,No
1293,43,Female,4,Marketing,Single,Sales Executive,3,Sales,10231,14,2,4,4,4,3,80,No,3,23,21,3,17,4,15,4,7,Travel_Rarely,No
1294,36,Female,4,Life Sciences,Single,Manufacturing Director,2,Research & Development,5410,11,3,2,3,4,3,80,Yes,9,18,16,2,12,2,5,3,14,Travel_Rarely,No
1295,44,Female,3,Medical,Married,Healthcare Representative,3,Research & Development,7978,11,3,4,1,4,3,80,No,1,10,10,2,5,15,0,3,7,Travel_Rarely,Yes
1296,28,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,3867,12,2,4,4,2,3,80,Yes,1,2,2,2,2,2,2,3,2,Travel_Frequently,No
1297,51,Female,2,Medical,Single,Laboratory Technician,1,Research & Development,2838,14,2,3,2,2,3,80,No,0,8,7,6,7,6,7,2,0,Travel_Frequently,No
1298,30,Female,2,Medical,Single,Manufacturing Director,2,Research & Development,4695,18,3,3,3,3,3,80,Yes,7,10,8,3,7,9,1,3,4,Non-Travel,No
1299,29,Female,3,Technical Degree,Divorced,Laboratory Technician,1,Research & Development,3339,13,3,3,2,1,3,80,Yes,3,10,7,2,7,7,7,3,7,Travel_Rarely,Yes
1301,28,Male,3,Technical Degree,Single,Research Scientist,1,Research & Development,2080,11,3,1,4,2,3,80,No,2,5,3,2,2,1,1,2,2,Travel_Rarely,No
1303,25,Female,3,Medical,Single,Research Scientist,1,Research & Development,2096,18,3,2,4,4,3,80,No,1,2,2,3,1,1,2,2,2,Travel_Rarely,No
1304,32,Male,3,Medical,Married,Sales Executive,2,Sales,6209,15,4,4,3,3,3,80,No,1,10,10,4,8,8,0,4,7,Travel_Rarely,No
1306,45,Female,3,Medical,Single,Manager,5,Research & Development,18061,22,3,2,2,3,4,80,No,3,22,0,4,0,25,0,3,0,Travel_Frequently,No
1307,39,Female,4,Medical,Divorced,Manager,4,Research & Development,17123,13,2,2,3,4,3,80,Yes,6,21,19,4,2,13,15,3,9,Travel_Rarely,No
1308,58,Male,4,Life Sciences,Divorced,Research Scientist,1,Research & Development,2372,12,3,3,1,4,3,80,No,1,2,2,3,2,23,2,3,2,Travel_Rarely,No
1309,32,Male,2,Life Sciences,Married,Laboratory Technician,2,Research & Development,4883,18,3,3,4,1,3,80,No,1,10,10,3,1,7,1,3,4,Travel_Rarely,Yes
1310,39,Male,3,Medical,Single,Research Scientist,1,Research & Development,3904,13,3,1,3,1,3,80,No,0,6,5,2,3,23,0,3,2,Travel_Rarely,Yes
1311,30,Female,3,Technical Degree,Married,Laboratory Technician,2,Research & Development,4627,12,2,4,1,1,3,80,No,0,10,9,6,7,6,6,3,2,Travel_Rarely,No
1312,36,Female,4,Technical Degree,Married,Healthcare Representative,3,Research & Development,7094,12,3,3,4,1,3,80,No,3,10,7,0,7,10,1,3,7,Travel_Rarely,No
1314,46,Female,2,Life Sciences,Single,Human Resources,1,Human Resources,3423,12,3,1,4,3,3,80,No,6,10,7,3,7,1,5,4,6,Travel_Rarely,No
1315,28,Female,3,Life Sciences,Married,Laboratory Technician,2,Research & Development,6674,11,1,4,3,1,3,80,No,0,10,9,6,5,1,7,3,8,Non-Travel,No
1317,50,Female,3,Life Sciences,Married,Research Director,4,Research & Development,16880,11,3,1,4,2,3,80,Yes,4,25,3,2,2,28,1,3,2,Travel_Rarely,No
1318,40,Male,4,Marketing,Single,Sales Executive,3,Sales,9094,12,2,2,4,3,3,80,Yes,2,9,5,2,0,25,1,3,4,Travel_Rarely,Yes
1319,52,Male,3,Life Sciences,Single,Sales Executive,3,Sales,8446,19,3,2,2,3,3,80,Yes,9,10,8,2,7,5,7,2,7,Travel_Rarely,Yes
1321,30,Female,4,Medical,Married,Manager,3,Research & Development,11916,23,3,1,2,4,4,80,Yes,1,9,9,2,8,17,0,3,1,Travel_Rarely,No
1322,39,Male,2,Life Sciences,Single,Manufacturing Director,2,Research & Development,4534,11,3,3,1,1,3,80,No,0,9,8,6,7,18,1,3,7,Travel_Rarely,No
1324,31,Female,4,Life Sciences,Divorced,Sales Executive,3,Sales,9852,19,3,3,4,1,3,80,Yes,1,10,10,5,6,2,9,2,8,Non-Travel,No
1329,41,Male,2,Medical,Single,Sales Executive,2,Sales,6151,13,1,2,3,1,3,80,No,1,19,19,4,9,10,11,3,2,Non-Travel,No
1331,31,Female,3,Life Sciences,Single,Sales Representative,1,Sales,2302,11,3,2,4,1,3,80,Yes,1,3,3,2,2,1,2,4,2,Travel_Frequently,Yes
1333,44,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,2362,12,3,1,1,3,3,80,No,4,10,3,4,2,3,1,4,2,Travel_Rarely,Yes
1334,42,Male,1,Life Sciences,Married,Manager,4,Research & Development,17861,13,3,3,3,4,3,80,Yes,0,21,20,3,10,2,2,2,8,Non-Travel,No
1336,55,Female,2,Medical,Married,Manager,5,Research & Development,19187,14,1,3,4,4,3,80,No,4,23,19,5,11,2,9,3,9,Travel_Rarely,No
1338,56,Male,4,Life Sciences,Single,Manager,5,Human Resources,19717,14,3,2,4,1,3,80,No,6,36,7,4,7,8,7,3,3,Travel_Rarely,No
1340,40,Male,2,Life Sciences,Divorced,Research Scientist,1,Research & Development,3544,16,3,3,3,2,3,80,No,9,6,4,0,0,16,0,3,2,Non-Travel,No
1344,34,Male,3,Life Sciences,Divorced,Healthcare Representative,3,Research & Development,8500,11,3,4,4,4,3,80,No,0,10,9,0,6,9,1,2,7,Travel_Rarely,No
1346,40,Male,3,Life Sciences,Single,Research Scientist,2,Research & Development,4661,13,3,4,3,3,3,80,No,1,9,9,4,8,2,8,3,8,Travel_Rarely,No
1349,41,Female,3,Marketing,Divorced,Sales Executive,2,Sales,4103,17,3,1,3,4,3,80,No,0,10,9,2,7,1,1,3,3,Travel_Frequently,No
1350,35,Male,4,Life Sciences,Single,Research Scientist,2,Research & Development,4249,11,3,3,3,2,3,80,Yes,1,9,9,3,1,4,1,3,6,Travel_Frequently,No
1352,51,Male,3,Life Sciences,Divorced,Manager,4,Human Resources,14026,11,3,2,3,2,3,80,Yes,1,33,33,2,10,5,0,3,9,Travel_Rarely,No
1355,38,Female,2,Life Sciences,Divorced,Sales Executive,2,Sales,6893,15,3,1,2,4,3,80,No,3,11,7,3,7,2,1,3,7,Travel_Rarely,No
1356,34,Female,2,Medical,Single,Sales Executive,2,Sales,6125,12,3,1,3,4,3,80,No,1,10,10,6,6,15,9,4,8,Travel_Rarely,No
1358,25,Male,1,Medical,Married,Laboratory Technician,1,Research & Development,3669,11,3,4,4,3,3,80,No,3,7,3,6,2,19,1,2,2,Travel_Rarely,No
1360,58,Female,4,Medical,Married,Manufacturing Director,3,Research & Development,10008,14,2,1,3,4,3,80,Yes,7,31,10,0,9,7,5,2,9,Travel_Rarely,Yes
1361,40,Male,4,Life Sciences,Married,Laboratory Technician,1,Research & Development,2387,22,3,2,2,3,4,80,No,3,7,4,3,3,1,0,3,2,Travel_Rarely,No
1362,36,Female,3,Marketing,Married,Sales Executive,2,Sales,4639,16,4,1,1,4,3,80,No,2,17,15,2,13,7,6,2,7,Travel_Frequently,No
1363,48,Male,3,Life Sciences,Single,Manufacturing Director,3,Research & Development,7898,11,3,4,4,3,3,80,No,1,11,10,2,8,4,0,3,9,Travel_Rarely,No
1364,27,Female,3,Medical,Married,Sales Representative,1,Sales,2534,14,4,4,3,2,3,80,No,8,5,1,4,0,11,0,3,0,Travel_Rarely,No
1367,51,Female,2,Technical Degree,Single,Manufacturing Director,4,Research & Development,13142,16,2,2,4,2,3,80,No,3,29,5,1,3,11,0,2,2,Travel_Rarely,No
1368,18,Female,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,1611,15,3,4,4,3,3,80,No,1,0,0,5,0,1,0,4,0,Non-Travel,No
1369,35,Female,3,Medical,Married,Laboratory Technician,2,Research & Development,5363,12,2,4,4,2,3,80,No,0,10,9,0,0,1,0,3,7,Travel_Rarely,No
1371,27,Male,1,Life Sciences,Single,Sales Executive,2,Sales,5071,20,1,4,4,2,4,80,No,3,8,6,3,0,2,0,3,2,Travel_Frequently,No
1372,55,Male,4,Marketing,Single,Sales Executive,4,Sales,13695,17,4,3,1,3,3,80,Yes,6,24,19,2,8,13,3,2,7,Travel_Rarely,Yes
1373,56,Male,3,Life Sciences,Married,Manufacturing Director,4,Research & Development,13402,12,3,2,4,1,3,80,Yes,4,33,19,0,9,23,15,3,16,Travel_Rarely,No
1374,34,Female,1,Technical Degree,Divorced,Research Scientist,1,Research & Development,2029,20,2,3,1,3,4,80,No,1,5,5,2,0,26,0,3,4,Non-Travel,No
1375,40,Female,1,Medical,Divorced,Healthcare Representative,2,Research & Development,6377,20,4,3,2,2,4,80,No,5,15,12,0,8,2,11,3,11,Travel_Rarely,No
1377,34,Male,3,Medical,Married,Laboratory Technician,2,Research & Development,5429,13,3,3,2,1,3,80,No,4,10,8,1,7,29,7,3,7,Travel_Rarely,No
1379,31,Female,3,Life Sciences,Single,Sales Representative,1,Sales,2785,14,2,4,3,3,3,80,No,7,3,1,3,0,2,0,4,0,Travel_Frequently,Yes
1380,35,Female,4,Marketing,Married,Sales Executive,2,Sales,4614,18,3,3,4,3,3,80,Yes,0,5,4,0,2,18,3,2,2,Travel_Frequently,Yes
1382,38,Male,3,Life Sciences,Divorced,Research Scientist,1,Research & Development,2610,11,4,3,4,4,3,80,No,1,4,4,2,3,7,0,3,2,Travel_Frequently,No
1383,34,Female,4,Technical Degree,Single,Healthcare Representative,2,Research & Development,6687,11,3,4,3,4,3,80,No,1,14,14,2,11,2,4,4,11,Travel_Rarely,No
1387,28,Male,3,Life Sciences,Married,Sales Executive,2,Sales,4724,11,2,1,3,3,3,80,No,1,5,5,0,4,26,0,3,3,Travel_Rarely,No
1389,31,Male,4,Medical,Married,Manufacturing Director,2,Research & Development,6179,15,3,3,4,4,3,80,Yes,1,10,10,3,7,22,6,2,2,Travel_Rarely,Yes
1390,39,Male,4,Life Sciences,Married,Sales Executive,2,Sales,6120,12,2,4,1,4,3,80,Yes,3,8,5,2,4,21,1,4,4,Travel_Rarely,No
1391,51,Male,3,Marketing,Married,Sales Executive,3,Sales,10596,11,3,2,2,2,3,80,No,2,14,4,5,2,2,3,3,2,Travel_Frequently,No
1392,41,Female,3,Life Sciences,Divorced,Research Scientist,2,Research & Development,5467,14,3,4,4,1,3,80,Yes,3,12,6,4,3,22,3,2,2,Travel_Frequently,No
1394,37,Male,1,Life Sciences,Married,Research Scientist,1,Research & Development,2996,15,3,3,3,4,3,80,Yes,7,8,6,2,3,4,1,3,4,Travel_Rarely,No
1395,33,Male,1,Life Sciences,Married,Sales Executive,2,Sales,9998,13,3,4,2,1,3,80,No,6,8,5,2,2,5,1,4,4,Travel_Frequently,No
1396,32,Male,1,Marketing,Married,Sales Executive,2,Sales,4078,13,3,2,3,1,3,80,Yes,0,4,3,3,2,2,1,2,2,Travel_Rarely,No
1397,39,Male,2,Life Sciences,Married,Healthcare Representative,3,Research & Development,10920,21,3,3,3,2,4,80,No,3,13,6,2,5,25,0,3,4,Non-Travel,No
1399,25,Male,1,Life Sciences,Married,Sales Executive,2,Sales,6232,11,4,3,1,2,3,80,No,2,6,3,3,2,18,1,2,2,Travel_Rarely,No
1401,52,Female,2,Medical,Married,Manufacturing Director,4,Research & Development,13247,11,4,3,4,2,3,80,Yes,2,24,5,3,2,28,0,2,3,Travel_Frequently,No
1402,43,Female,3,Medical,Single,Research Scientist,2,Research & Development,4081,14,2,3,1,1,3,80,Yes,1,20,20,3,8,6,1,1,7,Travel_Rarely,No
1403,27,Female,3,Marketing,Married,Sales Executive,2,Sales,5769,11,2,4,4,4,3,80,Yes,1,6,6,3,4,10,4,3,2,Travel_Rarely,No
1405,27,Female,4,Life Sciences,Single,Research Scientist,1,Research & Development,2394,13,3,3,4,4,3,80,Yes,1,8,8,2,7,17,7,3,2,Travel_Rarely,Yes
1407,26,Male,1,Medical,Single,Research Scientist,1,Research & Development,3904,12,2,4,1,4,3,80,No,0,5,4,2,1,2,1,3,3,Travel_Rarely,No
1408,42,Female,3,Human Resources,Married,Manager,4,Human Resources,16799,14,3,1,3,3,3,80,No,0,21,20,5,9,10,0,3,7,Travel_Rarely,No
1409,52,Female,4,Other,Married,Laboratory Technician,1,Research & Development,2950,13,3,1,3,3,3,80,No,9,12,5,2,4,8,0,1,4,Travel_Rarely,No
1411,37,Female,3,Medical,Single,Laboratory Technician,1,Research & Development,3629,18,3,3,1,1,3,80,No,4,8,3,6,2,11,0,3,2,Travel_Rarely,No
1412,35,Male,2,Life Sciences,Single,Manufacturing Director,3,Research & Development,9362,11,3,4,3,3,3,80,No,2,10,2,2,2,18,2,3,2,Travel_Frequently,No
1415,25,Male,3,Technical Degree,Married,Laboratory Technician,1,Research & Development,3229,11,3,4,1,2,3,80,No,4,7,3,2,2,1,0,2,2,Travel_Rarely,No
1417,26,Male,3,Other,Single,Laboratory Technician,1,Research & Development,3578,12,4,1,3,4,3,80,No,0,8,7,2,7,7,0,3,7,Travel_Rarely,No
1419,29,Male,3,Other,Single,Human Resources,3,Human Resources,7988,13,2,1,2,1,3,80,No,1,10,10,3,9,17,0,2,9,Travel_Rarely,No
1420,49,Male,2,Life Sciences,Single,Laboratory Technician,2,Research & Development,4284,20,2,1,1,1,4,80,No,3,20,4,2,3,28,1,3,3,Travel_Frequently,Yes
1421,29,Female,1,Other,Single,Healthcare Representative,3,Research & Development,7553,12,3,4,3,1,3,80,Yes,0,9,8,1,7,14,7,3,7,Travel_Frequently,Yes
1422,54,Female,3,Medical,Single,Research Director,4,Research & Development,17328,19,3,4,4,4,3,80,No,6,29,20,3,7,1,12,2,7,Travel_Rarely,No
1423,58,Female,3,Medical,Married,Research Director,5,Research & Development,19701,21,3,1,4,3,4,80,Yes,3,32,9,3,5,1,1,3,8,Travel_Rarely,No
1424,55,Male,4,Medical,Divorced,Research Director,4,Research & Development,14732,13,4,4,2,4,3,80,No,2,31,7,4,0,1,0,4,7,Travel_Rarely,No
1425,36,Female,4,Marketing,Single,Sales Executive,2,Sales,9278,16,3,2,1,4,3,80,Yes,3,15,5,3,1,3,0,3,4,Travel_Rarely,No
1427,31,Female,4,Life Sciences,Single,Sales Representative,1,Sales,1359,12,1,3,2,2,3,80,No,1,1,1,3,0,1,0,3,0,Travel_Frequently,Yes
1428,30,Female,4,Marketing,Divorced,Sales Executive,2,Sales,4779,14,3,1,4,2,3,80,No,7,8,3,3,2,7,0,3,2,Travel_Rarely,No
1430,31,Female,5,Life Sciences,Single,Research Director,4,Research & Development,16422,11,3,2,1,3,3,80,No,3,9,3,3,0,8,1,4,2,Travel_Rarely,No
1431,34,Male,4,Other,Divorced,Research Scientist,1,Research & Development,2996,14,3,1,4,3,3,80,No,5,10,4,2,3,1,1,3,3,Travel_Frequently,No
1433,31,Female,3,Life Sciences,Single,Research Scientist,1,Research & Development,1261,12,2,2,1,3,3,80,No,1,1,1,3,0,8,0,4,0,Travel_Rarely,Yes
1434,27,Male,1,Life Sciences,Married,Laboratory Technician,1,Research & Development,2099,14,3,1,2,2,3,80,No,0,6,5,3,4,11,1,4,0,Travel_Rarely,No
1435,36,Male,4,Life Sciences,Single,Laboratory Technician,2,Research & Development,5810,16,2,4,1,3,3,80,No,1,10,10,2,8,4,1,2,4,Travel_Rarely,No
1436,36,Female,4,Marketing,Married,Sales Executive,2,Sales,5647,13,2,1,3,1,3,80,No,4,11,3,3,2,16,0,2,2,Travel_Rarely,No
1438,47,Male,3,Technical Degree,Married,Research Scientist,1,Research & Development,3420,12,3,4,1,3,3,80,No,7,17,6,2,2,1,1,2,5,Travel_Rarely,No
1439,25,Male,2,Life Sciences,Married,Sales Representative,1,Sales,4400,12,2,1,1,1,3,80,No,3,6,3,2,2,9,2,3,2,Travel_Rarely,Yes
1440,37,Male,2,Technical Degree,Single,Laboratory Technician,1,Research & Development,3500,14,4,3,3,1,3,80,No,0,7,6,2,3,5,1,1,5,Non-Travel,No
1441,56,Female,2,Life Sciences,Married,Research Scientist,1,Research & Development,2066,22,3,1,1,4,4,80,No,2,5,3,3,0,1,1,4,2,Travel_Rarely,No
1443,47,Female,4,Medical,Married,Research Director,4,Research & Development,17169,19,3,3,1,2,3,80,No,3,26,20,2,6,2,5,4,17,Travel_Rarely,No
1445,24,Female,1,Medical,Married,Sales Executive,2,Sales,4162,12,3,3,4,3,3,80,Yes,1,5,5,3,3,4,0,3,4,Travel_Rarely,No
1446,32,Male,5,Marketing,Married,Sales Executive,2,Sales,9204,12,3,4,4,3,3,80,No,4,7,4,3,3,7,0,2,3,Travel_Rarely,No
1447,34,Female,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,3294,17,2,2,4,1,3,80,No,5,7,5,2,2,1,0,2,4,Travel_Rarely,No
1448,41,Male,5,Medical,Married,Research Scientist,1,Research & Development,2127,12,4,3,2,1,3,80,Yes,2,7,4,5,3,5,0,2,2,Travel_Rarely,No
1449,40,Male,4,Other,Divorced,Laboratory Technician,2,Research & Development,3975,11,3,3,3,3,3,80,No,3,11,8,2,7,9,0,4,7,Non-Travel,No
1453,31,Male,2,Life Sciences,Divorced,Sales Executive,3,Sales,10793,18,3,4,1,1,3,80,No,1,13,13,5,9,8,9,3,7,Travel_Rarely,No
1457,46,Male,3,Marketing,Divorced,Sales Executive,3,Sales,10096,11,3,4,1,1,3,80,No,4,28,7,1,3,9,4,4,7,Travel_Rarely,Yes
1458,39,Female,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,3646,23,2,1,1,2,4,80,Yes,2,11,1,2,0,2,0,4,0,Non-Travel,Yes
1459,31,Female,5,Life Sciences,Single,Manufacturing Director,3,Research & Development,7446,11,4,2,3,1,3,80,No,1,10,10,2,7,1,4,3,8,Travel_Frequently,Yes
1460,45,Male,3,Medical,Divorced,Healthcare Representative,3,Research & Development,10851,18,1,1,2,2,3,80,Yes,2,24,7,2,7,20,0,3,7,Travel_Rarely,No
1461,31,Female,2,Medical,Single,Human Resources,1,Human Resources,2109,18,4,2,4,4,3,80,No,9,8,3,3,2,8,0,3,2,Travel_Rarely,No
1464,31,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,3722,13,3,4,2,3,3,80,Yes,6,7,2,2,2,2,2,1,2,Travel_Frequently,Yes
1465,45,Male,3,Technical Degree,Married,Manufacturing Director,3,Research & Development,9380,18,3,4,2,4,3,80,Yes,4,10,3,4,2,29,1,4,1,Travel_Rarely,No
1466,48,Male,3,Marketing,Divorced,Sales Executive,2,Sales,5486,11,3,1,3,1,3,80,No,4,15,2,3,2,7,2,3,2,Travel_Rarely,No
1467,34,Female,4,Technical Degree,Married,Human Resources,1,Human Resources,2742,15,3,3,1,4,3,80,No,1,2,2,0,2,9,2,3,2,Travel_Rarely,Yes
1468,40,Male,1,Medical,Divorced,Research Director,3,Research & Development,13757,11,2,2,4,3,3,80,No,2,16,9,5,8,8,4,3,8,Non-Travel,No
1469,28,Male,3,Medical,Single,Sales Executive,2,Sales,8463,18,3,1,4,4,3,80,No,0,6,5,4,3,5,1,3,4,Travel_Rarely,No
1471,44,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,3162,14,2,3,3,4,3,80,No,3,7,5,5,3,5,0,3,2,Non-Travel,No
1472,53,Male,3,Medical,Single,Research Director,4,Research & Development,16598,12,4,2,4,2,3,80,No,4,35,9,2,8,2,8,2,8,Travel_Rarely,No
1473,49,Male,4,Technical Degree,Married,Healthcare Representative,2,Research & Development,6651,14,3,3,1,2,3,80,No,2,20,3,0,2,5,1,2,2,Travel_Rarely,No
1474,40,Male,3,Medical,Divorced,Research Scientist,1,Research & Development,2345,14,3,3,3,3,3,80,No,2,8,3,3,2,2,1,4,1,Travel_Rarely,No
1475,44,Male,3,Life Sciences,Single,Research Scientist,1,Research & Development,3420,13,3,2,4,3,3,80,No,1,6,5,3,3,20,1,2,2,Travel_Rarely,No
1477,33,Male,3,Medical,Married,Sales Executive,2,Sales,4373,14,3,1,4,1,3,80,No,0,5,4,2,3,7,0,3,3,Travel_Frequently,No
1478,34,Male,3,Other,Single,Sales Executive,2,Sales,4759,18,1,1,4,4,3,80,No,3,15,13,2,12,3,3,3,9,Travel_Rarely,No
1479,30,Male,1,Life Sciences,Married,Sales Executive,2,Sales,5301,15,3,3,4,3,3,80,No,8,4,2,2,2,16,2,2,1,Travel_Rarely,No
1480,42,Female,2,Medical,Single,Laboratory Technician,1,Research & Development,3673,13,3,4,1,3,3,80,No,1,12,12,3,8,9,5,3,9,Travel_Frequently,No
1481,44,Female,5,Marketing,Married,Sales Executive,2,Sales,4768,12,3,3,1,3,3,80,No,7,11,1,4,0,1,0,2,0,Travel_Frequently,No
1482,30,Male,3,Technical Degree,Divorced,Research Scientist,1,Research & Development,1274,13,3,3,3,2,3,80,No,1,1,1,2,0,7,0,2,0,Non-Travel,No
1483,57,Male,2,Life Sciences,Married,Research Scientist,2,Research & Development,4900,24,4,3,2,1,4,80,No,0,13,12,2,8,1,2,2,9,Travel_Rarely,No
1484,49,Male,4,Life Sciences,Divorced,Healthcare Representative,3,Research & Development,10466,14,3,2,3,2,3,80,No,3,29,8,3,7,7,0,3,7,Travel_Rarely,No
1485,34,Male,3,Medical,Divorced,Research Director,4,Research & Development,17007,14,3,1,2,4,3,80,No,7,16,14,3,9,15,6,2,8,Travel_Frequently,No
1486,28,Male,3,Technical Degree,Married,Sales Representative,1,Sales,2909,15,3,3,1,4,3,80,No,3,5,3,3,2,1,1,4,2,Travel_Frequently,Yes
1487,29,Female,3,Technical Degree,Single,Sales Executive,2,Sales,5765,11,3,2,1,1,3,80,No,5,7,5,4,0,13,0,1,3,Travel_Frequently,Yes
1489,34,Female,4,Medical,Single,Sales Executive,2,Sales,4599,23,2,2,1,3,4,80,Yes,0,16,15,2,10,24,10,4,9,Travel_Rarely,Yes
1492,35,Male,1,Life Sciences,Married,Sales Representative,1,Sales,2404,13,3,3,4,1,3,80,No,1,1,1,3,0,7,0,3,0,Travel_Rarely,No
1494,24,Male,3,Medical,Single,Laboratory Technician,1,Research & Development,3172,11,3,1,2,3,3,80,Yes,2,4,0,2,0,9,0,2,0,Travel_Frequently,Yes
1495,24,Female,2,Life Sciences,Married,Sales Representative,1,Sales,2033,13,3,2,4,3,3,80,No,1,1,1,2,0,13,0,3,0,Non-Travel,No
1496,44,Male,1,Medical,Single,Manufacturing Director,3,Research & Development,10209,18,3,3,2,2,3,80,Yes,5,16,2,2,2,2,2,2,2,Travel_Frequently,No
1497,29,Male,3,Life Sciences,Divorced,Sales Executive,2,Sales,8620,14,2,3,3,3,3,80,No,1,10,10,3,4,19,0,3,7,Travel_Rarely,No
1499,30,Male,3,Life Sciences,Divorced,Human Resources,1,Human Resources,2064,21,3,3,3,1,4,80,No,0,6,5,3,3,1,1,4,3,Travel_Rarely,No
1501,55,Male,4,Life Sciences,Married,Healthcare Representative,2,Research & Development,4035,16,3,3,4,2,3,80,Yes,0,4,3,2,2,4,1,3,2,Travel_Rarely,No
1502,33,Female,4,Medical,Married,Laboratory Technician,1,Research & Development,3838,11,2,2,1,4,3,80,No,8,8,5,5,2,4,0,3,4,Travel_Rarely,No
1503,47,Female,3,Medical,Married,Sales Executive,2,Sales,4591,17,3,3,3,3,3,80,Yes,3,11,5,4,2,14,1,2,4,Travel_Rarely,No
1504,28,Male,2,Medical,Single,Laboratory Technician,1,Research & Development,2561,11,2,1,3,3,3,80,No,7,8,0,2,0,2,0,2,0,Travel_Frequently,Yes
